freq_hz,dbuv
30000000.0,9.396378
31616666.666666668,9.290062
33233333.333333332,10.10892
34850000.0,8.988136
36466666.666666664,9.328064
38083333.333333336,9.38559
39700000.0,9.462524
41316666.666666664,9.363571
42933333.333333336,11.26097
44550000.0,8.661201
46166666.666666664,10.47152
47783333.33333333,8.943672
49400000.0,8.706268
51016666.66666667,8.919876
52633333.33333333,8.699226
54250000.0,9.963226
55866666.66666667,9.530762
57483333.33333333,9.151505
59100000.0,8.512062
60716666.66666667,8.844818
62333333.33333333,10.02174
63950000.0,8.828339
65566666.666666664,8.968575
67183333.33333334,8.93338
68800000.0,9.862404
70416666.66666666,10.02544
72033333.33333334,9.320175
73650000.0,9.653389
75266666.66666666,10.59444
76883333.33333334,9.366119
78500000.0,10.90896
80116666.66666666,10.87749
81733333.33333334,10.55538
83350000.0,9.981392
84966666.66666666,11.80636
86583333.33333334,10.39883
88200000.0,9.864609
89816666.66666666,12.69077
91433333.33333334,10.56713
93050000.0,13.31348
94666666.66666666,10.08859
96283333.33333334,16.80908
97900000.0,17.17362
99516666.66666667,15.90317
101133333.33333333,11.05391
102750000.0,17.76044
104366666.66666667,10.47166
105983333.33333333,19.67291
107600000.0,11.17023
109216666.66666667,12.84407
110833333.33333333,12.68708
112450000.0,12.16206
114066666.66666667,11.44028
115683333.33333333,12.22676
117300000.0,12.47043
118916666.66666667,12.83723
120533333.33333333,11.41344
122150000.0,11.27304
123766666.66666667,13.0885
125383333.33333333,12.00444
127000000.0,12.38754
128616666.66666667,12.55439
130233333.33333333,12.5584
131850000.0,12.7431
133466666.66666667,24.05184
135083333.3333333,11.44905
136700000.0,18.53937
138316666.6666667,11.44001
139933333.3333333,10.67945
141550000.0,10.67311
143166666.6666667,11.8479
144783333.3333333,12.13791
146400000.0,12.56134
148016666.6666667,11.57145
149633333.3333333,10.92923
151250000.0,10.51553
152866666.6666667,10.88107
154483333.3333333,10.99509
156100000.0,10.64359
157716666.6666667,10.47175
159333333.3333333,10.82489
160950000.0,11.27116
162566666.6666667,10.3746
164183333.3333333,11.2315
165800000.0,10.94949
167416666.66666666,12.17279
169033333.33333334,10.08347
170650000.0,9.746063
172266666.66666666,9.920898
173883333.33333334,10.33638
175500000.0,10.2086
177116666.66666666,10.32742
178733333.33333334,10.09906
180350000.0,10.16923
181966666.66666666,10.18065
183583333.33333334,10.3065
185200000.0,10.06186
186816666.66666666,10.04659
188433333.33333334,10.41136
190050000.0,10.18243
191666666.66666666,10.55746
193283333.33333334,9.656342
194900000.0,10.06741
196516666.66666666,9.942421
198133333.33333334,10.69992
199750000.0,9.97937
201366666.66666666,10.21445
202983333.33333334,9.905167
204600000.0,12.576
206216666.66666666,12.34451
207833333.33333334,9.996117
209450000.0,10.30442
211066666.66666666,11.23615
212683333.33333334,10.61755
214300000.0,11.11901
215916666.66666666,11.11821
217533333.33333334,10.31686
219150000.0,10.5358
220766666.66666666,10.08206
222383333.33333334,9.317551
224000000.0,10.08727
225616666.66666666,11.17783
227233333.33333334,9.662018
228850000.0,10.37173
230466666.66666666,9.497574
232083333.33333334,10.13866
233700000.0,9.956062
235316666.66666666,9.396729
236933333.33333334,9.957352
238550000.0,10.32184
240166666.66666666,11.53244
241783333.33333334,13.45618
243400000.0,10.30467
245016666.66666666,9.691559
246633333.33333334,9.640579
248250000.0,10.28557
249866666.66666666,9.531693
251483333.33333334,10.02766
253100000.0,9.397049
254716666.66666666,9.739059
256333333.33333334,10.0705
257950000.0,9.546593
259566666.66666666,9.928368
261183333.33333334,10.9938
262800000.0,17.05793
264416666.66666666,10.34959
266033333.33333334,9.872108
267650000.0,11.80798
269266666.6666666,10.37245
270883333.3333334,10.37117
272500000.0,12.27084
274116666.6666666,12.79041
275733333.3333334,11.28272
277350000.0,10.30963
